id,name
464,special bonus unique lifestealer 4
465,special bonus unique lion 6
466,special bonus unique mars spear cooldown
467,special bonus hp 450
468,special bonus unique shadow shaman 6
469,special bonus strength 18
470,special bonus unique furion 5
471,special bonus unique oracle 6
472,special bonus unique omniknight 6
474,special bonus unique riki 7
475,special bonus unique sand king 4
476,special bonus unique bane 5
477,special bonus unique wraith king 9
478,special bonus attack speed 110
479,special bonus unique terrorblade 5
480,special bonus unique night stalker 3
481,special bonus attack range 275
482,special bonus unique bloodseeker 5
483,special bonus unique phantom assassin 4
484,special bonus unique bounty hunter 4
486,special bonus unique drow ranger 6
487,special bonus attack damage 16
488,special bonus attack damage 18
489,special bonus agility and intelligence 6
490,special bonus unique phantom assassin 6
491,special bonus unique phantom assassin 5
492,special bonus unique troll warlord 5
493,special bonus unique vengeful spirit 8
494,special bonus unique clinkz 7
495,special bonus unique clinkz 8
496,special bonus attack base damage 20
497,special bonus unique sand king 6
498,special bonus unique sand king 7
499,special bonus unique lifestealer 5
500,special bonus unique snapfire 8
501,special bonus unique omniknight 7
502,special bonus unique clockwerk 5
503,special bonus unique night stalker 5
504,special bonus unique slardar 5
505,special bonus unique night stalker 4
506,special bonus unique beastmaster 5
507,special bonus unique pudge 7
508,special bonus unique grimstroke 6
509,special bonus unique leshrac 5
510,special bonus unique chaos knight 5
511,special bonus spell amplify 9
512,special bonus unique batrider 4
513,special bonus unique dark seer 6
514,special bonus unique dark willow 5
515,special bonus unique dark willow 6
516,special bonus unique leshrac 6
517,special bonus unique disruptor 7
518,special bonus unique rubick 6
519,special bonus unique skywrath 7
520,special bonus unique enigma 7
521,special bonus unique enigma 8
522,special bonus spell amplify 7
523,special bonus unique clinkz 10
524,special bonus attack base damage 15
525,special bonus unique magnus 6
526,special bonus unique jakiro 6
527,special bonus unique keeper of the light 7
528,special bonus intelligence 75
529,special bonus unique chen 8
530,special bonus unique lich 6
531,special bonus unique lich 7
532,keeper of the light solar bind
535,tinker shrink ray
536,shadow shaman serpentine
537,brewmaster primal split cancel
538,magnataur greater shockwave
539,leshrac greater lightning storm
540,special bonus unique lion 7
541,special bonus unique lion 8
542,special bonus unique jakiro 7
543,antimage mana overload
544,special bonus unique oracle 7
545,special bonus unique mars rebuke cooldown
546,special bonus unique meepo 5
547,meepo petrify
548,special bonus attack base damage 50
549,special bonus base attack rate 1
550,riki poison dart
551,special bonus unique chen 9
552,omniknight angelic flight
553,jakiro liquid frost
554,special bonus unique clinkz 9
555,special bonus unique witch doctor 7
556,special bonus unique underlord 5
557,special bonus unique underlord 6
558,special bonus unique tiny 6
559,special bonus unique phantom assassin 7
560,special bonus unique dark seer 7
561,grimstroke ink over
562,special bonus unique axe 5
563,special bonus unique phantom lancer 5
564,special bonus unique phantom lancer 6
567,special bonus unique razor 5
568,special bonus cooldown reduction 14
572,special bonus unique batrider 5
579,dazzle rain of vermin
580,special bonus unique drow ranger 7
581,centaur overrun
583,special bonus unique clinkz 11
584,special bonus attack range 325
586,special bonus unique razor 6
587,windrunner focusfire cancel
590,special bonus unique queen of pain 3
591,special bonus unique dark seer 8
592,venomancer area poison
594,special bonus unique doom 8
595,crystal maiden let it go
601,special bonus unique naga siren 5
602,beastmaster mark of the beast
605,kunkka tidal wave
611,special bonus unique zeus 4
613,special bonus unique beastmaster 6
614,special bonus unique clockwerk 6
615,special bonus unique centaur 6
616,special bonus unique undying 6
617,special bonus unique clinkz 12
618,special bonus unique meepo 6
619,special bonus unique invoker 12
620,special bonus unique enigma 9
621,special bonus unique lycan 6
622,naga siren crit
623,special bonus attack base damage 100
624,special bonus unique keeper of the light 10
625,furion greater sprout
626,special bonus unique visage 7
627,special bonus unique storm spirit 7
628,special bonus unique juggernaut 5
629,special bonus unique queen of pain 4
630,rattletrap jetpack
631,life stealer ghoul frenzy
632,witch doctor voodoo switcheroo
634,special bonus unique phantom lancer 7
636,special bonus mp regen amp 10
639,broodmother silken bola
641,zuus heavenly jump
642,alchemist berserk potion
643,bristleback hairball
644,special bonus unique dark seer 10
645,special bonus unique viper 5
646,special bonus unique brewmaster 6
647,rubick telekinesis land self
648,ogre magi smash
649,magnataur horn toss
650,tinker defense matrix
651,shredder flamethrower
652,windrunner gale force
654,special bonus unique brewmaster 5
656,omniknight hammer of purity
657,special bonus unique keeper of the light 8
658,special bonus unique batrider 6
659,special bonus unique bristleback 4
660,dragon knight fireball
661,necrolyte death seeker
662,phantom assassin fan of knives
663,special bonus unique underlord 7
664,special bonus unique keeper of the light 11
665,special bonus unique antimage 6
666,special bonus unique antimage 7
667,special bonus unique shadow demon 8
668,slark fish bait
669,special bonus unique keeper of the light 9
670,special bonus unique axe 6
671,special bonus unique bane 6
672,special bonus unique bane 7
673,special bonus unique sven 5
681,special bonus unique oracle 8
682,storm spirit electric rave
683,visage silent as the grave
684,special bonus unique winter wyvern 6
685,special bonus unique arc warden 6
687,dark seer normal punch
688,special bonus unique huskar 7
689,special bonus unique dark seer 9
690,special bonus unique dark seer 11
693,brewmaster void astral pulse
694,sniper concussive grenade
695,special bonus unique slardar 6
696,special bonus unique centaur 7
697,special bonus unique dark seer 12
698,special bonus unique death prophet 5
699,terrorblade demon zeal
700,beastmaster hawk dive
701,medusa cold blooded
702,special bonus unique mirana 5
703,special bonus attack damage 252
704,special bonus unique troll warlord 7
705,special bonus unique grimstroke 7
706,special bonus attack base damage 40
707,special bonus unique ringmaster whip debuff immunity
708,special bonus unique lion 9
709,special bonus unique lifestealer 6
710,special bonus unique underlord 8
711,special bonus unique lone druid 12
712,special bonus unique magnus 7
713,special bonus unique phoenix 8
714,special bonus unique batrider 7
715,special bonus unique queen of pain 5
716,special bonus unique sven 7
717,special bonus unique viper 6
718,special bonus unique tiny 7
719,special bonus unique winter wyvern 7
720,special bonus unique bane 8
721,special bonus unique silencer 7
722,special bonus unique beastmaster 7
723,special bonus unique huskar 8
724,special bonus unique invoker 13
726,special bonus hp 375
728,troll warlord rampage
729,slark depth shroud
730,special bonus attributes
732,special bonus unique brewmaster 7
733,special bonus unique doom 9
734,special bonus unique sven 6
735,special bonus unique antimage 8
736,special bonus unique dark seer 13
737,special bonus unique disruptor 8
738,special bonus mp regen 125
739,special bonus unique drow ranger 8
740,special bonus unique dragon knight 7
741,special bonus unique wraith king 10
742,special bonus unique dragon knight 8
743,special bonus spell amplify 18
744,special bonus unique earthshaker 4
745,special bonus unique kunkka 6
746,special bonus unique lifestealer 7
747,special bonus unique monkey king 8
748,special bonus unique monkey king 9
749,special bonus agility 9
750,special bonus unique outworld devourer 5
751,special bonus unique queen of pain 6
752,special bonus unique shadow demon 9
753,special bonus status resistance 10
754,special bonus unique tidehunter 5
755,special bonus unique treant 12
756,special bonus unique treant 13
757,special bonus unique templar assassin 8
758,special bonus unique ursa 8
759,special bonus unique morphling 9
760,special bonus unique shadow shaman 7
761,special bonus unique naga siren 6
762,special bonus unique storm spirit 8
763,special bonus unique sven 8
764,special bonus unique warlock 7
765,special bonus unique tinker 6
766,special bonus unique kunkka 7
767,special bonus unique puck 7
768,special bonus unique warlock 8
769,special bonus unique chen 10
770,special bonus unique luna 6
771,special bonus unique keeper of the light 12
772,special bonus unique crystal maiden 6
773,special bonus unique lina 5
774,special bonus unique grimstroke 8
775,special bonus unique lich 8
776,special bonus unique visage 8
777,special bonus unique lion 10
778,special bonus unique nyx 5
779,special bonus unique bane 9
780,special bonus unique dark willow 7
781,special bonus unique lion 11
782,special bonus unique riki 8
783,special bonus movement speed percentage 8
784,special bonus movement speed percentage 10
785,special bonus lifesteal 18
786,special bonus hp 1000
787,special bonus unique rubick 7
788,special bonus unique disruptor 9
789,special bonus unique dazzle 5
790,special bonus unique vengeful spirit 9
791,special bonus unique oracle 9
792,special bonus spell lifesteal 40
793,special bonus unique shadow shaman 8
794,special bonus unique lycan 7
795,special bonus unique riki 9
796,special bonus unique weaver 6
797,special bonus unique puck 8
798,special bonus unique phantom assassin 9
799,special bonus unique night stalker 6
800,special bonus mana reduction 8
801,special bonus unique ogre magi 5
802,special bonus unique monkey king 10
803,special bonus unique beastmaster 8
804,special bonus unique keeper of the light 14
805,special bonus unique underlord 9
806,special bonus spell lifesteal 50
807,special bonus unique undying 7
808,special bonus unique naga siren 7
809,special bonus unique wraith king 11
810,special bonus unique ember spirit 7
811,special bonus unique venomancer 8
812,special bonus unique warlock 9
813,special bonus unique undying 8
814,special bonus unique slark 5
815,special bonus unique nevermore 6
816,special bonus unique night stalker 7
817,special bonus unique mirana 6
818,special bonus unique bloodseeker 6
819,special bonus unique bloodseeker 7
820,special bonus unique necrophos 6
821,special bonus unique slark 6
822,special bonus unique monkey king 11
823,special bonus unique mirana 7
830,special bonus unique spirit breaker 4
831,special bonus movement speed percentage 5
832,special bonus movement speed percentage 6
833,skywrath mage shield of the scion
841,special bonus unique chen 11
842,abyssal underlord portal warp
843,special bonus unique mars bulwark speed
844,special bonus unique lina 6
845,special bonus unique warlock 10
846,special bonus unique lycan 8
847,special bonus unique luna 7
848,special bonus unique luna 8
850,special bonus unique clockwerk 7
851,special bonus unique clockwerk 8
852,special bonus unique slardar 7
853,special bonus unique slardar 8
856,special bonus unique faceless void 6
857,special bonus unique dawnbreaker fire wreath aoe
858,special bonus unique earthshaker 6
859,special bonus unique venomancer poisonsting regen reduction
860,harpy scout take off
861,kobold tunneler prospecting
862,furbolg enrage attack speed
863,furbolg enrage damage
864,forest troll high priest heal amp aura
865,abyssal underlord dark portal
866,enraged wildkin hurricane
867,special bonus unique faceless void 7
868,special bonus unique faceless void 8
869,special bonus unique bounty hunter 5
870,special bonus unique chaos knight 7
871,special bonus unique chaos knight 6
872,special bonus unique chaos knight 8
873,broodmother sticky snare
874,special bonus hp 900
875,kobold disarm
876,special bonus unique bounty hunter 6
877,special bonus unique bounty hunter 7
878,special bonus unique bounty hunter 8
879,techies sticky bomb
880,special bonus unique legion commander 7
881,special bonus unique keeper of the light 13
883,special bonus unique mars rebuke slow
884,special bonus unique mars bulwark damage reduction
885,ogre bruiser ogre smash
886,techies reactive tazer
887,fel beast haunt
888,treant lifebomb explode
889,berserker troll break
890,special bonus unique sand king 8
891,special bonus unique nyx 6
892,special bonus unique slark 7
893,hill troll rally
894,giant wolf intimidate
895,omniknight martyr
896,neutral upgrade
897,special bonus unique rubick 8
898,gyrocopter lock on
899,special bonus unique jakiro 8
900,special bonus unique broodmother 6
901,special bonus unique beastmaster 9
902,bloodseeker blood mist
903,special bonus unique morphling 10
904,special bonus unique primal beast pulverize pierces magic immunity
905,special bonus unique bloodseeker rupture charges
906,special bonus unique sniper grenade self push
909,tinker warp grenade
912,creep siege
913,creep piercing
914,creep irresolute
915,special bonus unique juggernaut blade dance lifesteal
916,shadow demon demonic cleanse
917,special bonus unique elder titan bonus spirit speed
918,special bonus unique earthshaker totem damage
919,clinkz empty1
920,special bonus unique medusa 6
921,special bonus unique slark 8
922,ancient rock golem weakening aura
923,black drake magic amplification aura
924,special bonus unique terrorblade 6
925,special bonus unique legion commander 8
926,special bonus unique furion 6
927,special bonus unique furion 7
928,special bonus unique sniper headshot damage
929,special bonus unique nevermore shadowraze cooldown
932,oracle rain of destiny
933,dazzle good juju
934,special bonus unique zeus jump postjump movespeed
935,warpine raider seed shot
936,frostbitten golem time warp aura
937,ice shaman incendiary bomb
941,bounty hunter lookout
942,brewmaster primal companion
943,brewmaster fire phase
944,lina flame cloak
951,chen martyrdom
952,special bonus unique chen 12
953,crystal maiden crystal clone
954,special bonus unique dark seer 14
955,special bonus unique dark seer 15
956,special bonus unique crystal maiden frostbite castrange
957,special bonus unique outworld devourer astral castrange
958,tidehunter arm of the deep
959,special bonus unique bounty hunter 9
960,special bonus unique brewmaster 8
961,special bonus unique lina 7
962,special bonus unique lina 8
963,special bonus unique tidehunter 9
964,special bonus unique tidehunter 10
965,special bonus unique queen of pain 7
966,special bonus unique antimage manavoid aoe
967,special bonus unique hoodwink bushwhack radius
970,special bonus unique doom 10
971,special bonus unique doom 11
972,special bonus unique abaddon 6
973,special bonus unique ancient apparition 8
974,special bonus unique axe 7
975,special bonus unique arc warden 7
976,batrider sticky napalm application damage
977,special bonus unique earth spirit 8
978,special bonus unique bane 10
979,special bonus unique bane 11
980,centaur mount
981,enchantress little friends
982,special bonus unique monkey king 12
983,viper nose dive
984,special bonus unique viper 7
985,special bonus unique viper 8
986,venomancer latent poison
987,spirit breaker planar pocket
988,special bonus unique troll warlord 6
989,special bonus unique snapfire mortimer kisses impact damage
991,special bonus unique juggernaut omnislash cast range
992,primal beast onslaught
993,primal beast onslaught release
994,primal beast trample
995,primal beast uproar
996,primal beast pulverize
997,furion curse of the forest
999,special bonus unique nevermore 7
1001,shadow demon disseminate
1002,special bonus unique alchemist 7
1003,special bonus unique alchemist 8
1004,special bonus unique shadow demon disseminate damage
1005,beastmaster drums of slom
1006,beastmaster call of the wild hawk attack
1007,special bonus unique beastmaster wild axe cooldown
1008,naga siren reel in
1009,special bonus unique naga siren net cooldown
1010,special bonus unique troll warlord whirling axes debuff duration
1011,special bonus unique troll warlord battle trance movespeed
1012,special bonus unique gyrocopter flak cannon bonus damage
1013,special bonus unique juggernaut omnislash duration
1014,special bonus unique kunkka ghostship cooldown
1015,special bonus unique kunkka tidebringer slow
1016,special bonus unique elder titan 5
1018,special bonus unique dazzle poison touch attack range bonus
1019,special bonus unique grimstroke soul chain reflect damage
1020,special bonus unique mars rebuke radius
1029,item super blink
1030,item pocket tower
1031,special bonus unique mars bulwark redirect chance
1033,special bonus unique lifestealer infest damage
1034,special bonus unique lifestealer infest target bonus
1035,special bonus unique lifestealer rage armor
1036,special bonus unique lifestealer ghoul frenzy miss
1037,special bonus unique magnus reverse polarity stats
1038,special bonus unique warlock upheaval aoe
1039,special bonus unique broodmother 7
1040,special bonus unique jakiro dualbreath slow
1041,special bonus unique wraith king vampiric skeleton duration
1042,special bonus unique marci unleash speed
1043,special bonus unique dragon knight 9
1044,special bonus unique wisp 11
1045,special bonus unique medusa 7
1046,special bonus unique keeper of the light illuminate cooldown
1047,special bonus unique sniper grenade range
1048,special bonus unique night stalker hunter status resist
1049,special bonus unique necrophos heartstopper regen duration
1050,special bonus unique necrophos sadist heal bonus
1051,special bonus unique nyx carapace reflect duration
1052,special bonus unique oracle fortunes end damage
1053,special bonus unique pangolier shield crash herostacks
1054,special bonus unique pangolier luckyshot armor
1055,special bonus unique phantom lancer doppel illusion2 amt
1056,special bonus unique phantom lancer lance damage
1057,special bonus unique puck orb damage
1058,special bonus unique puck coil damage
1059,special bonus unique templar assassin refraction damage
1060,special bonus unique templar assassin refraction disable cast
1061,special bonus unique zeus jump cooldown
1062,special bonus unique ursa earthshock furyswipes
1063,special bonus unique ursa enrage radius
1064,special bonus unique razor plasmafield second ring
1065,special bonus unique razor static link aspd
1066,special bonus unique sand king burrowstrike stun
1067,special bonus unique vengeful spirit missile castrange
1068,special bonus unique vengeful spirit swap damage
1069,special bonus unique tinker defense matrix cdr
1070,special bonus unique void spirit dissimilate outerring
1071,special bonus unique windranger windrun undispellable
1072,special bonus unique nevermore raze procsattacks
1073,special bonus unique silencer glaives bounces
1074,special bonus unique phantom assassin strike aspd
1075,special bonus unique hoodwink scurry evasion
1078,special bonus unique bristleback 5
1079,special bonus unique bristleback 6
1080,special bonus unique clockwerk 9
1081,special bonus unique primal beast trample magic resist
1082,special bonus unique primal beast trample cooldown
1083,special bonus unique venomancer gale plagueward
1084,special bonus unique lion manadrain damage
1085,special bonus unique slardar slithereen crush stun
1086,flagbearer creep aura effect
1087,special bonus unique drow ranger gust invis
1088,special bonus unique drow ranger gust selfmovespeed
1089,special bonus magic resistance 14
1102,special bonus unique furion sprout treant duration
1103,furion hedgerow
1104,nyx assassin jolt
1105,venomancer noxious plague
1108,undying tombstone grab
1109,meepo megameepo
1110,zuus lightning hands
1111,special bonus unique arc warden 8
1112,special bonus unique arc warden 9
1113,special bonus unique legion commander 9
1114,furion arboreal might
1115,ogre magi dumb luck
1116,alchemist corrosive weaponry
1117,brewmaster void astral pull
1118,special bonus unique furion teleportation max stacks
1119,clinkz tar bomb
1120,clinkz strafe
1121,drow ranger glacier
1126,magnus strength of joelrak
1129,special bonus unique puck rift radius
1130,special bonus unique enchantress enchant health damage
1131,special bonus unique treant 14
1132,special bonus unique primal beast trample unslowable
1133,special bonus unique dark willow bedlam targets
1134,special bonus unique hoodwink sharpshooter damage
1135,centaur work horse
1136,bounty hunter wind walk ally
1137,special bonus unique razor storm surge damage and slow
1138,special bonus unique marci lunge movespeed
1139,special bonus unique marci sidekick damage
1140,arc warden tempest recall
1141,special bonus unique ancient apparition ice vortex duration
1142,special bonus unique disruptor consecutive strike damage
1143,antimage counterspell ally
1144,lone druid summon spirit bear fetch
1145,special bonus unique leshrac pulse nova lightning
1146,special bonus unique skywrath arcane bolt lifesteal
1147,techies reactive tazer stop
1148,special bonus unique visage grave chill duration
1150,special bonus unique juggernaut blade fury cooldown
1151,special bonus unique death prophet crypt swarm slow
1152,special bonus unique lycan howl armor
1153,special bonus attack speed 90
1155,special bonus unique earth spirit rolling boulder cooldown
1165,special bonus unique abaddon 7
1166,axe one man army
1169,roshan revengeroar
1170,special bonus unique death prophet silence slow
1171,special bonus unique nyx vendetta damage
1172,special bonus unique bounty hunter jinada no cooldown
1173,seasonal party hat
1174,special bonus unique enchantress enchant armor
1175,special bonus unique kunkka torrent cooldown
1176,special bonus unique legion commander pta movespeed
1177,special bonus unique lina thermal runaway stacks
1178,special bonus unique lina dragon slave crits
1179,special bonus unique queen of pain strike heal
1180,special bonus unique phantom lancer phantom rush agility
1181,special bonus unique ogre magi dumb luck mana
1182,special bonus unique oracle damage per purge
1183,special bonus unique shadow shaman hex damage amp
1184,special bonus unique spectre desolate radius
1185,special bonus unique timbersaw reactive armor regen per stack
1186,special bonus unique terrorblade metamorphosis cooldown
1187,special bonus unique storm spirit overload aspd
1188,special bonus unique sven gods strength slow resist
1189,special bonus unique axe culling blade speed duration
1190,special bonus unique phoenix dive damage
1191,special bonus unique pugna decrepify ally movespeed
1192,special bonus unique juggernaut blade fury movespeed
1193,special bonus unique broodmother web hpregen
1194,special bonus 20 crit 2
1195,special bonus unique windranger powershot slow
1196,special bonus unique pangolier shield crash radius
1197,special bonus unique vengeful spirit wave of terror steal
1198,lycan innate lone wolf
1199,lycan innate wolfpack
1200,warlock imp explode
1201,axe coat of blood
1202,bane ichor of nyctasha
1203,bloodseeker sanguivore
1204,crystal maiden blueheart floe
1205,drow ranger trueshot
1206,drow ranger creep rally
1207,drow ranger vantage point
1208,special bonus unique earthshaker echo cd
1209,juggernaut duelist
1210,juggernaut bladeform
1211,juggernaut innate mask spin crit
1212,juggernaut innate mask crit lifesteal
1213,mirana invis
1214,mirana solar flare
1215,mirana selemenes faithful
1216,nevermore frenzy
1217,special bonus unique nevermore frenzy castspeed
1218,morphling ebb
1219,morphling flow
1220,morphling accumulation
1221,phantom lancer phantom edge
1222,puck puckish
1223,pudge innate graft flesh
1224,razor storm surge
1225,razor dynamo
1226,sandking caustic finale
1227,sandking innate caustic impediment
1228,sandking innate caustic volatility
1229,sandking scorpion strike
1230,special bonus unique sand king scorpion strike damage
1231,storm spirit galvanized
1232,sven vanquisher
1233,special bonus unique vengeful spirit swap damage reduction
1234,sven wrath of god
1235,tiny rocksteady
1236,tiny insurmountable
1237,vengefulspirit soul strike
1238,vengefulspirit retribution
1239,windrunner easy breezy
1240,kunkka ghost ship fire cannons
1241,special bonus unique kunkka rum
1242,kunkka innate kunkkas spyglass
1243,kunkka innate kunkkas flask
1244,lina slow burn
1245,lich death charge
1246,lich variant ice rite
1247,lich innate chain frost projectile speed
1248,lich innate chain frost bounces
1249,lion to hell and back
1250,shadow shaman fowl play
1251,shadow shaman innate snake jar
1252,shadow shaman innate piglet pole
1253,slardar seaborn sentinel
1254,tidehunter krill eater
1255,tidehunter blubber
1256,witch doctor innate maledict heal reduction
1257,witch doctor gris gris
1258,riki innate backstab
1259,enigma gravity well
1260,enigma splitting image
1261,enigma event horizon
1262,tinker eureka
1263,tinker innate keen teleport gold on death
1264,tinker innate keen teleport xp on death
1265,special bonus unique tinker rearm magic resistance
1266,special bonus unique tinker march duration
1267,special bonus unique tinker defense matrix status resistance
1268,sniper keen scope
1269,special bonus unique sniper take aim armor
1270,necrolyte ghost shroud
1271,warlock golem flaming fists
1272,warlock golem permanent immolation
1273,warlock imp explode major
1274,warlock eldritch summoning
1275,warlock black grimoire
1276,queenofpain masochist
1277,queenofpain succubus
1278,queenofpain bondage
1279,special bonus unique queen of pain 1
1280,faceless void distortion field
1281,faceless void time zone
1282,skeleton king spectral blade
1283,skeleton king vampiric spirit
1284,special bonus unique death prophet crypt swarm damage
1285,death prophet spirit collector
1286,death prophet innate healing mastery
1287,phantom assassin immaterial
1288,pugna oblivion savant
1289,viper innate corrosive skin vile
1290,viper innate corrosive skin virulent
1291,luna selemenes favor
1292,dragon knight inherited vigor
1293,dazzle innate weave
1294,dazzle nothl boon
1295,rattletrap armor power
1296,leshrac chronoptic nourishment
1297,leshrac defilement
1298,furion spirit of the forest
1299,furion fecundity
1300,special bonus unique furion teleportation barrier
1301,life stealer unfettered
1302,life stealer corpse eater
1303,dark seer quick wit
1304,dark seer heart of battle
1305,dark seer mental fortitude
1306,clinkz bone and arrow
1307,omniknight healing hammer
1308,enchantress forest freebie
1309,huskar blood magic
1310,night stalker heart of darkness
1311,night stalker night reign
1312,special bonus unique night stalker crippling fear damage
1313,broodmother spiders milk
1314,bounty hunter shuriken toss
1315,bounty hunter cutpurse
1316,bounty hunter big game hunter
1317,jakiro liquid ice
1318,jakiro double trouble
1319,batrider smoldering resin
1320,batrider stoked
1321,chen summon convert
1322,chen innate check for team change
1323,spectre spectral
1324,doom bringer lvl pain
1325,doom bringer devils bargain
1326,ancient apparition death rime
1327,ursa maul
1328,ursa bear down
1329,spirit breaker knockback amp
1330,spirit breaker herd mentality
1331,gyrocopter chop shop
1332,special bonus unique gyrocopter homing missile damage
1333,alchemist goblins greed
1334,invoker mastermind
1335,silencer brain drain
1336,silencer irrepressible
1337,special bonus unique silencer arcane curse charges
1338,obsidian destroyer ominous discernment
1339,lycan apex predator
1340,shadow demon shadow servant
1341,shadow demon menace
1342,lone druid spirit bear
1343,lone druid spirit bear return
1344,lone druid spirit bear entangle
1345,special bonus unique medusa 8
1346,lone druid spirit bear defender
1347,lone druid spirit bear fetch
1348,lone druid spirit bear demolish
1349,special bonus unique lone druid spirit link attack speed
1350,special bonus unique lone druid entangle dps
1351,special bonus unique lone druid savage roar aoe
1352,chaos knight phantasmagoria
1353,chaos knight reins of chaos
1354,chaos knight innate spell refund
1355,meepo pack rat
1356,meepo sticky fingers
1357,special bonus unique meepo poof cast point
1358,treant innate attack damage
1359,undying zombie master
1360,undying ceaseless dirge
1361,rubick might and magus
1362,disruptor kinetic fence
1363,disruptor electromagnetic repulsion
1364,disruptor innate kinetic circle
1365,nyx assassin nyxth sense
1366,nyx assassin innate mana burn
1367,special bonus unique nyx vendetta cd manacost
1368,special bonus unique nyx jolt cooldown
1369,naga siren deluge
1370,naga siren eelskin
1371,special bonus unique naga siren net breaks
1372,keeper of the light radiant bind
1373,keeper of the light mana magnifier
1374,wisp sight seer
1375,slark barracuda
1376,special bonus unique medusa snake damage
1377,troll warlord innate unflinching
1378,troll warlord innate masterful
1379,centaur horsepower
1380,centaur rawhide
1381,magnus magnetic horn
1382,magnataur solid core
1383,shredder twisted chakram
1384,shredder exposure therapy
1385,tusk drinking buddies
1386,tusk bitter chill
1387,skywrath mage staff of the scion
1388,skywrath mage ruin and restoration
1389,abaddon the quickening
1390,abaddon font of avernus
1391,abaddon soul suck
1392,elder titan ancestral spirit
1393,elder titan momentum
1394,special bonus unique ember spirit chains dps
1395,earth spirit stone caller
1396,terrorblade dark unity
1397,phoenix dying light
1398,phoenix blinding sun
1399,oracle clairvoyant curse
1400,oracle clairvoyant cure
1401,oracle prognosticate
1402,techies squees scope
1403,techies spoons stash
1404,winter wyvern eldwurm scholar
1405,winter wyvern essence of the blueheart
1406,winter wyvern dragon sight
1407,arc warden runic infusion
1408,abyssal underlord abyssal horde
1409,abyssal underling warrior last will
1410,abyssal underling warrior mana burn
1411,abyssal underling archer aoe
1412,pangolier fortune favors the bold
1413,dark willow pixie dust
1414,grimstroke ink trail
1415,mars dauntless
1416,mars arena of blood
1417,special bonus unique mars arena of blood hp regen
1418,special bonus unique mars bulwark cooldown
1419,void spirit symmetry
1420,void spirit intrinsic edge
1421,snapfire buckshot
